WeekEnd Date  ,National Prime,National Choice,National Select,National Other,Reg 1-5 Prime,Reg 1-5 Choice,Reg 1-5 Select,Reg 1-5 Other,Reg 6 Prime,Reg 6 Choice,Reg 6 Select,Reg 6 Other,Reg 7-8 Prime,Reg 7-8 Choice,Reg 7-8 Select,Reg 7-8 Other,Region 9-10 Prime,Region 9-10 Choice,Region 9-10 Select,Region 9-10 Other,Nebraska Prime,Nebraska Choice,Nebraska Select,Nebraska Other,Kansas Prime,Kansas Choice,Kansas Select,Kansas Other,Texas Prime,Texas Choice,Texas Select,Texas Other,YG 1,YG 2,YG 3,YG 4,YG 5,YG 1-5,No YG,% Fed Cattle YG,Upper 2/3 Choice,Schedule GLA,Class Total Reg 1-5,Steer Reg 1-5,Heifer Reg 1-5,Dairy Cow Reg 1-5,Other Cow Reg 1-5,Bulls Reg 1-5,Class Total Reg 6,Steer Reg 6,Heifer Reg 6,Dairy Cow Reg 6,Other Cow Reg 6,Bulls Reg 6,Class Total Reg 7-8,Steer Reg 7-8,Heifer Reg 7-8,Dairy Cow Reg 7-8,Other Cow Reg 7-8,Bulls Reg 7-8,Class Total Reg 9-10,Steer Reg 9-10,Heifer Reg 9-10,Dairy Cow Reg 9-10,Other Cow Reg 9-10,Bulls Reg 9-10,Total %,Total Steer %,Total Heifer %,Total Dairy Cow %,Total Other Cow %,Total Bulls %,Total Head,Total Steer Head,Total Heifer Head,Total Dairy Cow Head,Total Other Cow Head,Total Bull Head
10/3/2009,3.42%,59.30%,30.26%,7.01%,7.11%,64.42%,20.46%,8.02%,0.51%,43.49%,46.04%,9.96%,3.84%,63.30%,26.72%,6.13%,1.72%,60.18%,33.34%,4.76%,5.72%,67.38%,21.46%,5.44%,2.56%,59.28%,32.18%,5.98%,0.48%,43.75%,46.25%,9.52%,9.39%,33.28%,38.98%,10.22%,1.89%,93.75%,6.25%,56.27%,23.93%,63.79%,17.16%,7.58%,0.25%,4.19%,4.24%,0.89%,15.56%,10.02%,1.95%,0.60%,2.60%,0.40%,53.99%,28.36%,22.60%,0.28%,2.34%,0.40%,13.30%,4.81%,4.31%,2.66%,1.25%,0.27%,100.00%,50.78%,29.11%,7.74%,10.43%,1.95%,631800.0,320800.0,183900.0,48900.0,65900.0,12300.0
10/10/2009,3.67%,59.49%,29.88%,6.96%,7.27%,64.65%,20.14%,7.94%,0.69%,44.19%,45.29%,9.83%,4.23%,63.82%,26.22%,5.73%,1.50%,57.09%,33.70%,7.71%,5.75%,67.72%,21.06%,5.47%,3.36%,58.91%,31.55%,6.18%,0.66%,44.33%,45.61%,9.40%,10.61%,33.37%,38.46%,9.77%,1.68%,93.89%,6.11%,56.12%,23.65%,62.23%,17.23%,7.16%,0.24%,4.45%,4.45%,0.93%,15.23%,9.70%,1.71%,0.56%,2.87%,0.38%,53.93%,26.90%,23.99%,0.34%,2.31%,0.40%,13.61%,4.71%,4.31%,2.74%,1.54%,0.32%,100.00%,48.47%,30.25%,8.09%,11.16%,2.03%,624500.0,302700.0,188900.0,50500.0,69700.0,12700.0
10/17/2009,3.67%,59.45%,29.41%,7.47%,7.24%,65.73%,18.96%,8.07%,0.59%,45.33%,45.38%,8.70%,4.29%,63.40%,25.54%,6.77%,1.46%,56.51%,33.11%,8.91%,5.93%,66.20%,20.44%,7.43%,3.16%,59.65%,31.36%,5.82%,0.57%,45.71%,45.69%,8.03%,9.23%,32.05%,38.93%,9.91%,1.78%,91.90%,8.10%,55.67%,24.87%,63.00%,17.47%,7.47%,0.23%,4.47%,4.52%,0.79%,14.58%,9.08%,1.77%,0.59%,2.75%,0.39%,54.31%,28.21%,23.11%,0.29%,2.33%,0.37%,13.65%,4.81%,4.24%,2.80%,1.53%,0.27%,100.00%,49.57%,29.35%,8.15%,11.12%,1.82%,622200.0,308400.0,182600.0,50700.0,69200.0,11300.0
10/24/2009,3.73%,59.53%,29.77%,6.96%,7.19%,65.70%,19.89%,7.22%,0.56%,44.00%,45.70%,9.74%,4.33%,63.42%,26.35%,5.90%,1.68%,58.25%,31.99%,8.09%,6.23%,67.78%,20.06%,5.92%,3.10%,58.47%,32.76%,5.67%,0.50%,44.27%,45.88%,9.35%,9.85%,33.28%,40.21%,10.04%,1.69%,95.06%,4.94%,55.30%,24.04%,62.19%,16.84%,6.56%,0.22%,4.31%,4.86%,0.90%,16.22%,10.36%,1.84%,0.57%,3.05%,0.39%,53.49%,27.27%,23.07%,0.28%,2.53%,0.33%,13.45%,3.95%,4.86%,2.91%,1.46%,0.27%,100.00%,48.14%,29.99%,8.07%,11.91%,1.89%,635800.0,306100.0,190700.0,51300.0,75700.0,12000.0
10/31/2009,4.25%,59.66%,29.07%,7.01%,8.12%,65.95%,18.69%,7.24%,0.65%,44.38%,45.17%,9.80%,5.02%,63.80%,25.35%,5.83%,1.26%,56.26%,33.03%,9.45%,7.46%,66.85%,19.80%,5.89%,3.11%,59.63%,31.62%,5.64%,0.59%,44.57%,45.62%,9.21%,10.60%,34.45%,39.43%,9.31%,1.53%,95.32%,4.68%,56.75%,24.76%,61.12%,17.80%,7.18%,0.31%,4.49%,4.99%,0.84%,15.40%,9.62%,1.88%,0.51%,3.01%,0.37%,53.41%,26.63%,23.58%,0.26%,2.59%,0.34%,13.39%,4.10%,4.65%,2.80%,1.60%,0.25%,100.00%,47.52%,30.42%,8.06%,12.20%,1.80%,643700.0,305900.0,195800.0,51900.0,78500.0,11600.0
11/7/2009,4.10%,59.55%,29.51%,6.84%,8.90%,67.10%,18.03%,5.98%,0.73%,45.25%,45.12%,8.91%,4.60%,63.26%,26.00%,6.14%,1.61%,57.04%,33.23%,8.13%,7.01%,66.89%,19.54%,6.56%,2.65%,58.21%,33.25%,5.89%,0.69%,45.58%,45.52%,8.22%,10.32%,36.61%,39.43%,8.56%,1.39%,96.30%,3.70%,56.62%,23.25%,59.55%,17.93%,7.13%,0.29%,4.60%,5.09%,0.83%,15.53%,9.34%,1.80%,0.53%,3.42%,0.45%,52.22%,24.61%,23.95%,0.27%,2.99%,0.40%,14.32%,4.65%,4.81%,2.99%,1.59%,0.29%,100.00%,45.73%,30.84%,8.39%,13.09%,1.96%,628500.0,287400.0,193800.0,52700.0,82300.0,12300.0
11/14/2009,4.09%,59.47%,29.29%,7.14%,8.27%,66.59%,18.31%,6.83%,0.66%,45.77%,43.89%,9.67%,4.70%,62.62%,26.36%,6.32%,1.49%,57.94%,32.76%,7.80%,7.17%,65.25%,20.74%,6.84%,2.63%,58.94%,32.77%,5.66%,0.62%,46.14%,44.38%,8.86%,10.33%,35.08%,39.01%,9.37%,1.69%,95.47%,4.53%,56.37%,23.64%,60.50%,18.16%,6.82%,0.24%,4.74%,5.48%,0.87%,16.01%,9.41%,1.96%,0.57%,3.62%,0.45%,51.89%,25.66%,22.36%,0.27%,3.20%,0.39%,13.94%,4.33%,4.37%,3.23%,1.75%,0.26%,100.00%,46.23%,28.93%,8.81%,14.05%,1.97%,618400.0,285900.0,178900.0,54500.0,86900.0,12200.0
11/21/2009,3.86%,59.35%,29.64%,7.15%,8.25%,66.00%,18.17%,7.57%,0.63%,44.09%,45.61%,9.66%,4.41%,63.53%,26.01%,6.05%,1.45%,56.92%,33.10%,8.52%,7.28%,67.36%,19.10%,6.27%,2.24%,58.72%,32.96%,6.08%,0.59%,44.33%,45.94%,9.14%,10.86%,36.42%,38.48%,8.33%,1.36%,95.45%,4.55%,56.28%,23.53%,61.17%,17.67%,6.89%,0.26%,4.79%,4.94%,0.80%,15.22%,9.03%,1.66%,0.59%,3.51%,0.43%,53.36%,27.04%,23.10%,0.27%,2.58%,0.37%,13.75%,4.37%,4.16%,3.01%,1.96%,0.24%,100.00%,47.33%,29.18%,8.66%,13.00%,1.83%,626900.0,296700.0,182900.0,54300.0,81500.0,11500.0
11/28/2009,3.36%,61.67%,28.37%,6.60%,7.47%,67.19%,19.01%,6.33%,0.50%,48.18%,42.51%,8.82%,3.66%,65.11%,25.48%,5.75%,1.50%,58.25%,31.63%,8.61%,5.77%,68.51%,18.86%,6.86%,2.09%,60.49%,32.12%,5.30%,0.50%,48.27%,42.70%,8.53%,9.91%,35.64%,39.80%,8.56%,1.42%,95.34%,4.66%,54.06%,23.68%,61.10%,16.77%,7.04%,0.32%,4.23%,4.49%,0.70%,14.17%,9.04%,1.77%,0.45%,2.57%,0.34%,56.33%,28.50%,24.49%,0.30%,2.70%,0.34%,12.73%,4.77%,3.32%,2.64%,1.77%,0.23%,100.00%,49.35%,29.90%,7.62%,11.53%,1.60%,530100.0,261600.0,158500.0,40400.0,61100.0,8500.0
12/5/2009,3.18%,59.67%,30.67%,6.47%,8.48%,66.04%,17.78%,7.70%,0.47%,45.65%,46.73%,7.15%,3.27%,63.34%,27.59%,5.80%,1.32%,57.03%,33.44%,8.22%,5.46%,67.31%,20.32%,6.91%,1.74%,58.33%,35.10%,4.83%,0.41%,46.09%,47.24%,6.26%,11.27%,37.47%,38.72%,7.38%,1.10%,95.94%,4.06%,55.71%,22.42%,62.91%,17.61%,7.00%,0.30%,4.86%,4.72%,0.73%,14.76%,9.46%,1.82%,0.55%,2.55%,0.38%,53.60%,27.02%,23.12%,0.35%,2.77%,0.33%,14.03%,4.75%,4.64%,2.79%,1.65%,0.21%,100.00%,48.23%,29.89%,8.55%,11.69%,1.65%,631400.0,304500.0,188700.0,54000.0,73800.0,10400.0
12/12/2009,3.36%,58.83%,31.36%,6.45%,8.83%,66.30%,18.20%,6.66%,0.41%,44.00%,47.14%,8.45%,3.58%,62.70%,28.02%,5.70%,1.42%,57.30%,34.60%,6.68%,6.17%,68.08%,19.76%,5.99%,1.62%,56.40%,36.60%,5.39%,0.36%,44.30%,47.63%,7.72%,11.99%,37.84%,37.90%,7.20%,1.01%,95.93%,4.07%,56.98%,22.60%,62.87%,17.19%,6.82%,0.35%,4.78%,4.47%,0.77%,16.51%,10.65%,1.84%,0.66%,2.94%,0.43%,53.57%,28.62%,21.79%,0.25%,2.60%,0.31%,12.73%,4.53%,3.55%,2.86%,1.53%,0.26%,100.00%,50.62%,27.52%,8.54%,11.53%,1.77%,608600.0,308100.0,167500.0,52000.0,70200.0,10800.0
12/19/2009,3.08%,59.80%,30.77%,6.36%,7.81%,65.99%,19.51%,6.69%,0.50%,46.09%,45.31%,8.10%,3.20%,63.19%,27.99%,5.62%,1.54%,60.59%,31.00%,6.87%,5.11%,65.91%,21.97%,7.00%,1.66%,59.28%,34.47%,4.60%,0.46%,46.38%,45.73%,7.43%,11.75%,37.45%,38.55%,7.10%,0.93%,95.78%,4.22%,55.88%,22.39%,61.14%,17.66%,7.23%,0.29%,4.74%,4.59%,0.81%,15.41%,9.76%,1.80%,0.65%,2.81%,0.39%,54.07%,28.28%,23.18%,0.06%,2.29%,0.26%,12.86%,4.65%,3.65%,2.82%,1.51%,0.23%,100.00%,49.94%,28.92%,8.27%,11.19%,1.69%,616600.0,307900.0,178300.0,51000.0,69000.0,10400.0
12/26/2009,2.96%,59.91%,31.04%,6.08%,7.90%,65.00%,18.76%,8.33%,0.54%,48.05%,44.70%,6.72%,3.06%,63.19%,28.43%,5.31%,1.47%,58.87%,32.47%,7.19%,4.97%,68.35%,20.72%,5.97%,1.48%,58.22%,35.57%,4.74%,0.49%,48.42%,45.10%,5.99%,12.03%,37.53%,38.42%,7.03%,0.76%,95.77%,4.23%,55.20%,22.30%,63.36%,16.67%,6.45%,0.30%,4.70%,4.50%,0.71%,15.87%,10.50%,1.47%,0.56%,2.88%,0.45%,53.61%,27.10%,23.18%,0.26%,2.73%,0.35%,13.85%,5.30%,3.72%,2.99%,1.62%,0.22%,100.00%,49.35%,28.68%,8.51%,11.73%,1.73%,462000.0,228000.0,132500.0,39300.0,54200.0,8000.0
1/2/2010,3.00%,62.06%,28.80%,6.13%,7.68%,68.72%,17.19%,6.40%,0.52%,48.80%,44.56%,6.13%,3.03%,64.85%,26.12%,5.99%,1.85%,62.57%,28.71%,6.87%,5.12%,66.99%,20.21%,7.68%,1.52%,60.63%,33.06%,4.78%,0.50%,49.18%,44.93%,5.38%,10.71%,37.09%,39.20%,7.25%,0.86%,95.12%,4.88%,53.86%,23.13%,62.21%,16.77%,6.73%,0.40%,4.20%,4.90%,0.53%,14.88%,9.90%,1.66%,0.42%,2.50%,0.40%,54.80%,28.13%,23.17%,0.27%,2.99%,0.23%,13.56%,4.88%,3.80%,3.43%,1.28%,0.17%,100.00%,49.65%,29.03%,8.32%,11.67%,1.34%,524300.0,260300.0,152200.0,43600.0,61200.0,7000.0
1/9/2010,3.16%,63.22%,28.31%,5.31%,7.78%,67.96%,17.82%,6.44%,0.58%,50.50%,43.25%,5.67%,3.37%,66.74%,25.28%,4.61%,1.52%,60.93%,29.11%,8.43%,5.48%,70.13%,19.18%,5.20%,1.74%,62.81%,31.45%,4.00%,0.55%,50.81%,43.43%,5.21%,10.37%,36.89%,39.82%,7.83%,0.97%,95.88%,4.12%,56.09%,23.50%,63.30%,16.28%,6.01%,0.36%,4.57%,4.73%,0.61%,16.17%,10.19%,1.86%,0.77%,2.85%,0.50%,53.47%,28.06%,22.11%,0.27%,2.79%,0.25%,14.08%,4.65%,4.78%,3.24%,1.17%,0.23%,100.00%,48.91%,29.11%,8.85%,11.54%,1.60%,638700.0,312400.0,185900.0,56500.0,73700.0,10200.0
1/16/2010,3.18%,62.78%,27.77%,6.28%,7.82%,66.87%,19.04%,6.27%,0.66%,50.42%,41.96%,6.95%,3.32%,66.43%,24.83%,5.41%,1.78%,60.11%,26.86%,11.26%,5.31%,69.74%,18.98%,5.97%,1.64%,62.84%,31.60%,3.91%,0.66%,50.72%,42.17%,6.45%,10.02%,36.45%,40.63%,7.84%,0.90%,95.83%,4.17%,55.49%,23.41%,63.89%,17.45%,6.99%,0.35%,4.74%,4.66%,0.71%,14.48%,9.12%,1.67%,0.68%,2.62%,0.40%,54.82%,27.73%,23.57%,0.32%,2.93%,0.26%,13.25%,4.55%,3.98%,3.21%,1.26%,0.25%,100.00%,48.39%,29.57%,8.95%,11.48%,1.62%,648300.0,313700.0,191700.0,58000.0,74400.0,10500.0
1/23/2010,3.37%,63.19%,27.77%,5.67%,8.65%,67.70%,17.62%,6.03%,0.62%,49.76%,42.10%,7.52%,3.51%,66.95%,24.81%,4.73%,1.56%,61.76%,28.76%,7.93%,5.64%,71.30%,17.68%,5.39%,1.72%,62.37%,32.00%,3.91%,0.62%,50.17%,42.34%,6.86%,9.99%,36.79%,40.17%,7.84%,0.90%,95.68%,4.32%,55.37%,24.13%,64.06%,17.31%,6.58%,0.29%,4.72%,4.95%,0.78%,15.32%,9.52%,1.64%,0.69%,3.03%,0.44%,54.08%,27.01%,23.65%,0.27%,2.82%,0.33%,13.29%,4.60%,3.92%,3.27%,1.28%,0.21%,100.00%,47.70%,29.50%,8.96%,12.08%,1.76%,663100.0,316300.0,195600.0,59400.0,80100.0,11700.0
1/30/2010,3.01%,63.81%,27.57%,5.60%,6.81%,67.04%,19.98%,6.17%,0.69%,51.35%,41.04%,6.91%,3.15%,67.20%,24.67%,4.98%,1.82%,60.60%,30.64%,6.94%,5.13%,71.10%,18.38%,5.39%,1.71%,63.37%,30.74%,4.18%,0.70%,51.74%,41.24%,6.32%,9.71%,37.59%,39.72%,6.97%,0.78%,94.77%,5.23%,54.91%,25.85%,65.17%,16.07%,6.22%,0.30%,4.38%,4.43%,0.74%,14.56%,8.71%,1.67%,0.63%,3.13%,0.43%,54.83%,27.42%,24.21%,0.29%,2.57%,0.35%,14.54%,4.51%,5.03%,3.42%,1.38%,0.21%,100.00%,46.85%,31.22%,8.71%,11.50%,1.73%,623700.0,292200.0,194700.0,54300.0,71700.0,10800.0
2/6/2010,3.22%,63.46%,27.61%,5.71%,7.41%,66.04%,19.76%,6.80%,0.78%,51.19%,41.69%,6.34%,3.38%,67.15%,24.45%,5.02%,1.77%,61.30%,28.70%,8.23%,5.58%,71.60%,17.46%,5.36%,1.65%,62.30%,31.91%,4.14%,0.78%,51.42%,41.73%,6.07%,10.02%,37.60%,40.32%,7.17%,0.76%,95.85%,4.15%,56.84%,25.88%,66.29%,16.27%,6.65%,0.35%,4.44%,4.20%,0.63%,14.38%,9.70%,1.67%,0.74%,1.96%,0.30%,55.83%,28.15%,24.45%,0.33%,2.61%,0.28%,13.52%,4.74%,4.22%,3.36%,1.03%,0.17%,100.00%,49.24%,30.70%,8.88%,9.79%,1.39%,633000.0,311700.0,194300.0,56200.0,62000.0,8800.0
2/13/2010,3.14%,65.31%,26.46%,5.09%,7.16%,66.95%,20.03%,5.86%,0.77%,52.94%,40.18%,6.11%,3.35%,69.12%,22.98%,4.56%,1.92%,65.03%,27.36%,5.69%,5.74%,73.64%,15.76%,4.86%,1.57%,63.90%,31.09%,3.44%,0.77%,53.23%,40.39%,5.61%,9.90%,36.92%,40.73%,7.61%,0.87%,96.03%,3.97%,55.73%,26.69%,64.20%,15.07%,6.15%,0.30%,4.02%,3.98%,0.62%,15.59%,10.99%,1.68%,0.89%,1.73%,0.30%,55.04%,27.30%,24.51%,0.32%,2.64%,0.27%,14.30%,4.64%,5.17%,3.48%,0.84%,0.17%,100.00%,49.07%,31.67%,8.71%,9.19%,1.36%,595220.0,292100.0,188500.0,51820.0,54700.0,8100.0
2/20/2010,3.22%,64.80%,26.88%,5.10%,7.00%,68.05%,19.85%,5.11%,0.71%,51.29%,42.42%,5.59%,3.48%,68.85%,22.82%,4.85%,2.28%,64.81%,27.12%,5.79%,5.79%,73.26%,15.62%,5.33%,1.68%,64.52%,30.31%,3.49%,0.69%,51.61%,42.67%,5.04%,10.49%,38.36%,39.24%,7.06%,0.72%,95.86%,4.14%,56.14%,26.00%,65.22%,16.59%,6.65%,0.29%,4.55%,4.45%,0.65%,13.77%,9.20%,1.58%,0.83%,1.82%,0.33%,55.02%,26.16%,25.61%,0.28%,2.70%,0.26%,14.63%,4.66%,5.21%,3.65%,0.91%,0.20%,100.00%,46.68%,32.70%,9.30%,9.89%,1.43%,613800.0,286500.0,200700.0,57100.0,60700.0,8800.0
2/27/2010,3.48%,64.94%,26.47%,5.11%,7.41%,66.84%,19.94%,5.82%,0.72%,51.60%,41.91%,5.78%,3.89%,68.93%,22.46%,4.71%,2.09%,66.31%,26.06%,5.54%,6.10%,73.00%,15.87%,5.03%,2.29%,64.19%,29.61%,3.91%,0.72%,51.88%,42.15%,5.25%,9.89%,37.55%,40.16%,7.58%,0.82%,95.99%,4.01%,55.55%,26.69%,64.02%,17.79%,6.93%,0.35%,4.66%,4.99%,0.86%,15.01%,9.98%,1.46%,0.75%,2.42%,0.40%,52.85%,26.15%,23.35%,0.33%,2.69%,0.32%,14.36%,4.71%,5.04%,3.40%,0.99%,0.22%,100.00%,47.77%,30.21%,9.14%,11.08%,1.80%,629000.0,300500.0,190000.0,57500.0,69700.0,11300.0
3/6/2010,3.59%,65.39%,25.60%,5.42%,7.44%,67.83%,19.67%,5.06%,0.71%,53.14%,40.69%,5.46%,3.94%,68.63%,22.09%,5.34%,2.13%,66.66%,24.58%,6.63%,5.81%,73.33%,15.76%,5.10%,2.29%,63.97%,29.57%,4.16%,0.69%,53.55%,40.92%,4.84%,10.14%,37.59%,39.33%,7.70%,0.83%,95.59%,4.41%,56.95%,26.62%,63.59%,18.01%,7.53%,0.39%,4.68%,4.60%,0.80%,15.00%,9.81%,1.42%,0.80%,2.51%,0.46%,53.09%,28.66%,21.09%,0.29%,2.69%,0.34%,13.91%,4.42%,4.64%,3.74%,0.90%,0.21%,100.00%,50.42%,27.54%,9.52%,10.71%,1.81%,612600.0,308900.0,168700.0,58300.0,65600.0,11100.0
3/13/2010,3.53%,65.20%,25.61%,5.66%,7.86%,66.23%,19.50%,6.40%,0.90%,53.26%,40.22%,5.62%,3.67%,68.55%,22.21%,5.58%,2.00%,66.73%,26.05%,5.22%,5.59%,72.76%,16.02%,5.64%,2.16%,65.14%,28.51%,4.20%,0.91%,53.67%,40.49%,4.93%,10.39%,37.56%,39.43%,7.71%,0.87%,95.96%,4.04%,56.46%,26.33%,62.74%,17.95%,7.23%,0.37%,4.88%,4.64%,0.83%,15.42%,10.00%,1.52%,0.78%,2.61%,0.50%,51.31%,26.62%,21.42%,0.31%,2.63%,0.34%,15.32%,5.01%,5.76%,3.57%,0.78%,0.21%,100.00%,48.87%,29.07%,9.53%,10.65%,1.88%,616800.0,301400.0,179300.0,58800.0,65700.0,11600.0
3/20/2010,3.59%,65.43%,25.54%,5.45%,6.95%,67.22%,20.36%,5.47%,0.86%,54.97%,38.56%,5.62%,3.98%,68.37%,22.31%,5.34%,2.18%,66.39%,25.57%,5.85%,5.56%,71.49%,17.13%,5.82%,2.22%,65.36%,28.64%,3.78%,0.86%,55.29%,38.71%,5.14%,10.09%,38.17%,39.68%,7.37%,0.73%,96.04%,3.96%,57.45%,26.21%,60.02%,17.24%,7.24%,0.47%,4.41%,4.28%,0.83%,16.08%,10.87%,1.72%,0.65%,2.37%,0.47%,51.69%,24.99%,23.39%,0.28%,2.68%,0.36%,14.99%,4.94%,5.18%,3.71%,0.88%,0.28%,100.00%,48.03%,30.76%,9.05%,10.21%,1.94%,611900.0,293900.0,188200.0,55400.0,62500.0,11900.0
3/27/2010,3.36%,64.24%,26.87%,5.53%,6.58%,66.45%,21.09%,5.87%,0.86%,52.35%,40.98%,5.80%,3.65%,67.53%,23.50%,5.32%,2.58%,67.02%,24.46%,5.94%,5.53%,70.54%,18.11%,5.83%,2.05%,63.42%,30.20%,4.33%,0.85%,52.75%,41.31%,5.09%,10.94%,39.67%,38.01%,6.52%,0.64%,95.78%,4.22%,56.30%,25.87%,63.21%,16.45%,6.59%,0.28%,4.45%,4.29%,0.84%,15.78%,11.09%,1.38%,0.67%,2.21%,0.44%,52.87%,27.51%,22.07%,0.28%,2.65%,0.37%,14.89%,4.89%,5.41%,3.46%,0.84%,0.29%,100.00%,50.08%,29.13%,8.85%,9.99%,1.95%,615810.0,308410.0,179400.0,54500.0,61500.0,12000.0
4/3/2010,3.37%,63.46%,27.13%,6.05%,6.87%,67.20%,20.02%,5.90%,0.77%,51.49%,41.48%,6.26%,3.81%,66.74%,23.58%,5.87%,1.90%,64.59%,26.38%,7.13%,5.20%,69.84%,18.48%,6.49%,2.04%,63.70%,30.42%,3.84%,0.78%,51.88%,41.68%,5.66%,11.35%,38.93%,37.51%,6.67%,0.74%,95.21%,4.79%,55.60%,26.22%,64.94%,16.36%,6.71%,0.31%,4.19%,4.27%,0.88%,16.35%,10.76%,1.86%,0.77%,2.47%,0.48%,53.08%,27.01%,23.03%,0.24%,2.44%,0.37%,14.21%,4.59%,5.35%,3.23%,0.79%,0.26%,100.00%,49.07%,30.54%,8.43%,9.97%,1.99%,622800.0,305600.0,190200.0,52500.0,62100.0,12400.0
4/10/2010,3.45%,63.53%,27.50%,5.52%,6.65%,67.77%,20.22%,5.36%,0.84%,51.03%,41.44%,6.69%,3.88%,66.86%,24.38%,4.89%,1.75%,63.03%,27.30%,7.92%,5.95%,70.32%,19.06%,4.67%,2.04%,62.97%,31.12%,3.86%,0.81%,51.48%,41.74%,5.97%,11.29%,39.45%,38.23%,6.49%,0.69%,96.16%,3.84%,57.81%,26.31%,63.32%,17.22%,7.32%,0.33%,4.24%,4.51%,0.83%,16.10%,10.52%,1.48%,0.80%,2.79%,0.51%,52.80%,28.36%,21.20%,0.29%,2.56%,0.39%,13.88%,4.97%,4.22%,3.42%,0.93%,0.34%,100.00%,51.17%,27.22%,8.75%,10.79%,2.07%,613800.0,314100.0,167100.0,53700.0,66200.0,12700.0
4/17/2010,3.34%,62.21%,28.51%,5.93%,7.07%,67.02%,19.89%,6.02%,0.86%,50.67%,41.30%,7.17%,3.65%,65.65%,25.37%,5.33%,1.63%,59.19%,32.05%,7.12%,5.19%,69.50%,19.76%,5.54%,1.83%,61.83%,31.89%,4.46%,0.87%,51.15%,41.51%,6.47%,12.18%,40.47%,36.82%,5.88%,0.60%,95.94%,4.06%,54.43%,25.74%,60.80%,17.44%,7.20%,0.36%,4.45%,4.51%,0.91%,16.64%,10.86%,1.59%,0.63%,3.05%,0.50%,52.44%,26.56%,22.52%,0.28%,2.66%,0.42%,13.49%,5.03%,4.01%,3.25%,0.88%,0.31%,100.00%,49.65%,28.47%,8.62%,11.10%,2.15%,636000.0,315800.0,181100.0,54800.0,70600.0,13700.0
4/24/2010,3.21%,61.70%,29.60%,5.49%,7.17%,67.21%,19.61%,6.01%,0.86%,50.96%,41.91%,6.27%,3.37%,64.79%,27.05%,4.80%,2.10%,56.94%,32.53%,8.42%,4.69%,67.83%,22.39%,5.10%,1.91%,62.46%,31.91%,3.72%,0.86%,51.38%,42.17%,5.59%,12.58%,40.79%,36.40%,5.77%,0.61%,96.15%,3.85%,56.12%,25.28%,62.23%,17.25%,7.30%,0.31%,4.31%,4.45%,0.89%,15.08%,9.56%,1.56%,0.59%,2.87%,0.50%,54.06%,28.19%,22.82%,0.27%,2.40%,0.39%,13.60%,4.65%,4.34%,3.28%,1.01%,0.33%,100.00%,49.70%,29.03%,8.44%,10.73%,2.11%,641100.0,318600.0,186100.0,54100.0,68800.0,13500.0
5/1/2010,3.05%,60.94%,30.50%,5.52%,6.76%,67.05%,20.79%,5.40%,0.75%,50.47%,42.91%,5.87%,3.20%,63.40%,28.13%,5.26%,1.83%,58.58%,32.75%,6.84%,4.48%,65.98%,23.52%,6.02%,1.84%,61.21%,32.93%,4.02%,0.76%,50.82%,43.11%,5.31%,13.59%,41.17%,35.29%,5.33%,0.49%,95.88%,4.12%,54.34%,24.83%,61.13%,16.81%,7.21%,0.20%,4.24%,4.27%,0.89%,16.62%,10.96%,1.50%,0.50%,3.13%,0.53%,52.88%,28.55%,21.19%,0.24%,2.52%,0.38%,13.69%,5.05%,4.23%,3.05%,1.05%,0.31%,100.00%,51.76%,27.11%,8.04%,10.98%,2.11%,655100.0,339100.0,177600.0,52700.0,71900.0,13800.0
5/8/2010,2.95%,60.56%,31.28%,5.22%,7.00%,66.64%,20.90%,5.45%,0.99%,50.83%,41.96%,6.22%,2.97%,62.95%,29.45%,4.63%,1.89%,59.05%,32.19%,6.87%,4.10%,64.72%,26.28%,4.90%,2.22%,62.13%,32.12%,3.53%,1.00%,51.09%,42.12%,5.79%,13.93%,41.15%,34.82%,5.30%,0.52%,95.72%,4.28%,54.12%,24.72%,62.76%,16.59%,7.05%,0.22%,4.30%,4.17%,0.84%,16.50%,11.03%,1.52%,0.49%,2.94%,0.51%,53.19%,28.56%,21.52%,0.22%,2.50%,0.39%,13.72%,5.04%,4.38%,2.72%,1.27%,0.31%,100.00%,51.68%,27.65%,7.74%,10.88%,2.05%,669100.0,345800.0,185000.0,51800.0,72800.0,13700.0
5/16/2010,2.87%,60.32%,31.51%,5.31%,7.11%,66.83%,20.62%,5.44%,1.02%,51.06%,41.50%,6.42%,2.80%,62.51%,29.94%,4.75%,1.86%,57.82%,33.69%,6.63%,3.75%,65.01%,26.31%,4.93%,1.77%,61.81%,32.81%,3.61%,1.03%,51.36%,41.67%,5.94%,13.74%,40.76%,35.73%,4.98%,0.48%,95.69%,4.31%,54.16%,24.67%,62.82%,16.70%,6.96%,0.33%,4.28%,4.26%,0.86%,15.49%,10.08%,1.48%,0.54%,2.89%,0.51%,54.22%,27.40%,23.55%,0.24%,2.62%,0.40%,13.60%,4.76%,4.37%,2.76%,1.43%,0.28%,100.00%,49.19%,29.73%,7.81%,11.21%,2.06%,670800.0,330000.0,199400.0,52400.0,75200.0,13800.0
